Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
2014,14.37,22.66,87786,Petrol,Dealer,Manual,0
2020,16.38,32.58,12297,Diesel,Trustmark Dealer,Manual,0
2003,,30.39,181761,CNG,Individual,Automatic,2
2019,7.6,18.15,189153,Petrol,Dealer,Manual,0
2013,15.56,22.76,129996,Diesel,Individual,Automatic,1
2012,3.02,4.15,55183,Petrol,Dealer,Manual,0
2021,,,191834,Petrol,Dealer,Manual,0
2016,10.49,12.8,195645,CNG,Dealer,Manual,0
2012,11.19,23.57,158855,Diesel,Individual,Manual,0
2017,21.68,24.55,47791,Diesel,Trustmark Dealer,Manual,0
2021,26.35,,31086,Petrol,Dealer,Automatic,1
2006,16.46,41.08,109818,Petrol,Dealer,Manual,3
2004,30.14,34.9,96520,Diesel,Individual,Manual,0
2011,22.72,33.49,84957,CNG,Dealer,Manual,0
2012,,26.81,128233,Diesel,Individual,Manual,0
2013,3.03,5.7,42922,Petrol,Individual,Manual,0
2016,13.37,20.7,2243,Petrol,Trustmark Dealer,Manual,1
2009,44.21,47.91,188341,Petrol,Individual,Manual,1
2017,25.68,49.78,124412,Petrol,Dealer,Automatic,1
2021,18.34,36.79,43829,Petrol,Individual,Manual,0
2017,6.48,12.15,53282,Petrol,Individual,Automatic,0
2010,4.21,5.99,153935,Diesel,,Manual,2
2013,19.44,21.32,33337,Diesel,Dealer,Manual,0
2011,30.75,42.97,100957,Diesel,Individual,Manual,3
2017,19.42,36.37,156760,CNG,Individual,Manual,0
2003,28.46,44.31,8974,Petrol,Dealer,Manual,0
2003,19.16,31.17,141563,Diesel,Dealer,Manual,1
2021,3.15,7.39,3304,Diesel,Individual,Manual,0
2005,,6.63,161072,CNG,Dealer,Manual,0
2012,,3.35,89840,Petrol,Dealer,Automatic,2
2010,24.85,28.79,12498,Petrol,Dealer,Manual,0
2017,9.05,,78874,Diesel,Dealer,Manual,0
2012,31.97,36.98,125581,CNG,Dealer,Automatic,0
2003,32.06,34.63,135886,Diesel,Individual,Manual,1
2020,15.24,16.59,126710,Diesel,Trustmark Dealer,Manual,0
2004,4.4,9.66,93755,Petrol,Individual,Manual,0
2021,5.54,6.02,30925,Diesel,Dealer,Manual,0
2015,31.1,37.13,193296,Diesel,Individual,Manual,2
2003,19.1,23.07,79045,Diesel,Dealer,Manual,1
2004,7.58,16.85,169878,Diesel,Dealer,Manual,2
2018,21.44,42.98,180865,Petrol,Dealer,Manual,1
2017,28.17,30.09,14365,Diesel,Individual,Manual,1
2015,13.65,26.38,168621,Petrol,Individual,Manual,2
2018,18.45,37.43,35726,CNG,Trustmark Dealer,Manual,0
2019,24.55,40.96,51448,Diesel,Individual,Manual,0
2023,31.24,34.62,171181,Diesel,Individual,Manual,1
2009,14.93,22.56,64615,CNG,Dealer,Manual,2
2019,17.75,19.59,121411,Petrol,Individual,Automatic,1
2009,22.66,38.81,10224,Petrol,Trustmark Dealer,Manual,0
2015,13.84,26.38,71618,Diesel,Dealer,Manual,2
2007,23.88,35.51,87242,Petrol,Dealer,Manual,1
2019,32.96,44.63,192021,Petrol,Dealer,Manual,1
2005,28.23,45.88,172141,Diesel,Individual,Automatic,1
2009,8.62,14.61,179115,Petrol,Individual,Automatic,1
2019,5.31,10.21,163006,Petrol,Individual,Automatic,0
2009,7.61,,30526,Petrol,Individual,Manual,0
2023,29.13,37.82,20612,Petrol,Individual,Manual,3
2003,11.54,19.13,84395,Petrol,Individual,Manual,0
2019,4.22,9.5,126245,Petrol,Individual,Automatic,1
2019,2.77,5.82,167247,Diesel,Individual,Manual,0
2013,10.31,17.04,116623,,Dealer,Automatic,2
2005,6.97,7.67,44927,Petrol,Individual,Manual,0
2017,5.27,8.66,104719,Petrol,Individual,Automatic,1
2023,14.96,34.51,23073,Diesel,Dealer,Manual,0
2013,12.4,1.97,126517,Petrol,,Manual,0
2018,5.19,6.76,87257,Petrol,Dealer,Manual,1
2011,30.78,42.37,2772880,CNG,Individual,Automatic,0
2003,23.46,42.4,136022,Petrol,Dealer,Automatic,1
2018,13.33,17.13,85578,,Individual,Automatic,0
2011,3.97,5.31,187373,Diesel,Dealer,Manual,1
2021,17.58,35.54,11006,Petrol,Dealer,Manual,0
2014,9.12,18.65,172325,Petrol,Dealer,Automatic,0
2021,2.26,3.23,159803,Petrol,Dealer,Manual,1
2011,6.66,8.73,166487,CNG,Trustmark Dealer,Manual,0
2009,7.17,7.72,48813,CNG,Dealer,Automatic,1
2016,18.88,29.87,189775,,Individual,Manual,0
2021,36.94,45.01,127491,Petrol,Individual,Manual,0
2021,18.5,39.86,172932,Petrol,Dealer,Manual,0
2004,24.7,27.78,23013,Diesel,Dealer,Manual,0
2011,162.3,21.69,4244,,Dealer,Manual,2
2015,23.36,31.32,195512,Petrol,Individual,Manual,0
2017,,22.75,78428,,Trustmark Dealer,Manual,0
2005,5.51,13.06,42462,Petrol,Individual,Automatic,0
2013,26.94,34.28,154826,Petrol,Trustmark Dealer,Automatic,1
2023,20.34,43.79,21588,Diesel,Individual,Automatic,1
2016,9.05,19.27,63182,Diesel,Trustmark Dealer,Manual,0
2010,21.25,42.24,190759,Diesel,Dealer,Manual,0
2020,10.04,22.12,192795,CNG,Individual,Manual,2
2021,15.38,20.67,119500,Petrol,Dealer,Manual,0
2018,1.51,2.39,155710,Petrol,Dealer,Manual,0
2004,19.16,35.07,1785,Petrol,Individual,Manual,0
2010,26.06,,132299,Petrol,Dealer,Manual,0
2008,28.96,33.51,71483,Petrol,Individual,Manual,1
2014,76.6,8.42,139549,Petrol,Individual,Manual,0
2017,4.05,6.06,18211,Petrol,Dealer,Automatic,0
2010,20.69,29.07,80430,Petrol,Dealer,Manual,0
2006,11.19,20.67,160459,Petrol,Dealer,Automatic,0
2017,15.04,22.03,11217,Petrol,,Manual,1
2022,39.29,48.42,179560,Diesel,Individual,Manual,0
2019,24.46,36.47,12556,,Individual,Automatic,3
2015,11.99,21.18,78104,Petrol,Dealer,Manual,0
2020,1.4,1.94,27914,CNG,Dealer,Manual,1
2004,2.46,2.67,157776,Diesel,,Manual,0
2015,30.7,34.56,154538,Petrol,Individual,Manual,0
2015,34.61,42.05,152004,Petrol,Dealer,Manual,1
2017,19.69,35.68,197667,Diesel,Individual,Manual,0
2022,11.13,20.89,39199,Petrol,Individual,Manual,1
2012,2.18,2.53,160849,Petrol,Dealer,Manual,0
2005,24.19,48.4,151126,Diesel,Individual,Manual,0
2021,36.16,49.33,179264,Petrol,Individual,Automatic,0
2005,17.91,27.92,4339,Petrol,Dealer,Manual,1
2016,2.93,4.46,85709,Petrol,Individual,Manual,1
2010,17.88,27.51,99118,Petrol,Individual,Manual,1
2006,40.02,44.72,61534,CNG,Dealer,Automatic,0
2022,15.37,34.32,178027,Petrol,Dealer,Automatic,2
2013,301.3,36.28,93604,Petrol,Dealer,Manual,0
2013,4.43,5.16,39316,Diesel,Trustmark Dealer,Manual,0
2013,5.71,6.22,88022,Petrol,Dealer,Automatic,0
2004,4.7,7.24,57670,Petrol,Dealer,Manual,1
2019,30.59,45.31,162713,Petrol,Dealer,Automatic,0
2011,24.86,26.77,62745,Petrol,Dealer,Automatic,0
2004,25.95,,20046,Diesel,Dealer,Manual,0
2017,4.5,6.65,148657,Petrol,Individual,Automatic,1
2018,27.07,46.45,8087,Petrol,Dealer,Manual,1
2006,17.21,41.24,112638,CNG,Individual,Automatic,0
2010,7.66,12.01,127041,Petrol,Individual,Manual,3
2011,33.32,43.83,42430,Petrol,Individual,Manual,2
2007,10.84,13.91,41711,Petrol,Individual,Automatic,0
2018,44.6,11.06,102660,Petrol,Individual,Manual,1
2015,11.73,13.95,175388,Petrol,Individual,Automatic,0
2009,30.58,45.59,44543,Petrol,Dealer,Automatic,0
2022,31.48,45.86,136543,Petrol,Dealer,Manual,0
2019,15.9,17.12,193201,Petrol,Dealer,Manual,1
2005,,35.57,28122,Petrol,Dealer,Manual,0
2007,27.93,,69659,Diesel,Individual,Manual,0
2021,29.02,40.52,77869,Diesel,Dealer,Manual,0
2014,12.2,15.53,52459,Petrol,Dealer,Manual,2
2009,16.37,26.0,39771,CNG,Trustmark Dealer,Automatic,1
2011,18.67,33.72,70326,Diesel,Individual,Automatic,2
2008,1.6,2.29,33036,Diesel,Individual,Manual,0
2019,11.8,19.46,56087,Petrol,Dealer,Automatic,0
2018,18.34,35.1,167950,Diesel,Individual,Automatic,1
2005,11.53,13.38,133673,CNG,Dealer,Manual,0
2023,31.72,47.93,143860,Petrol,Individual,Manual,0
2006,2.15,2.48,185001,Diesel,Individual,Manual,0
2012,31.68,47.95,153379,Diesel,Individual,Manual,3
2007,8.21,11.62,159201,Petrol,Trustmark Dealer,Manual,0
2023,3.21,3.39,195941,Petrol,Dealer,Manual,0
2012,14.15,,144784,Petrol,Individual,Automatic,1
2014,,39.53,23303,Petrol,Individual,Manual,1
2012,33.24,37.87,47515,Petrol,Individual,Automatic,0
2015,6.9,11.23,148076,Petrol,Trustmark Dealer,Manual,3
2013,4.67,10.64,86698,Diesel,Individual,Manual,1
2018,23.28,32.49,94773,,Individual,Manual,0
2010,21.98,23.45,77025,Petrol,Dealer,Automatic,1
2010,37.27,39.82,121551,Petrol,Individual,Manual,1
2010,1.02,2.18,83099,,Individual,Manual,0
2015,25.48,30.91,21349,Diesel,Trustmark Dealer,Automatic,2
2004,30.97,36.8,47059,Petrol,Trustmark Dealer,Manual,1
2014,29.95,49.68,191128,Diesel,Dealer,Automatic,1
2012,26.11,34.26,189444,Petrol,Individual,Manual,0
2014,8.26,12.36,180877,Petrol,Trustmark Dealer,Automatic,0
2013,3.31,6.3,147757,Petrol,Individual,Manual,0
2017,26.53,32.4,173769,Petrol,Individual,Manual,0
2018,14.51,,103023,Diesel,Dealer,Manual,2
2019,26.46,45.06,122018,,,Manual,2
2004,18.47,36.6,115742,Petrol,Individual,Automatic,0
2020,20.67,25.98,27009,Diesel,Individual,Manual,1
2014,13.55,20.78,123686,Petrol,Individual,Automatic,0
2021,13.4,20.81,111138,Petrol,Dealer,Manual,0
2020,8.86,,119871,CNG,Individual,Manual,0
2019,0.9,1.85,20678,Petrol,Trustmark Dealer,Manual,0
2008,26.08,29.17,37623,Diesel,Individual,Manual,0
2017,7.48,11.41,14369,,Trustmark Dealer,Manual,0
2005,6.74,11.21,167591,Petrol,Dealer,Automatic,1
2008,3.35,7.14,100028,,Individual,Manual,0
2005,5.07,10.29,108749,Petrol,,Manual,0
2003,2.32,2.56,43256,Petrol,Trustmark Dealer,Automatic,2
2015,22.16,34.04,79893,Diesel,Individual,Manual,0
2023,,20.67,92006,Petrol,Dealer,Manual,1
2016,12.67,28.51,85419,,Trustmark Dealer,Automatic,0
2015,24.28,32.21,133401,Petrol,Individual,Manual,0
2006,44.12,48.65,93586,Petrol,Dealer,Automatic,0
2009,2.46,,130141,Diesel,Dealer,Manual,0
2012,15.43,21.48,32407,Diesel,Dealer,Manual,1
2009,11.97,13.05,120805,Diesel,Individual,Automatic,0
2023,19.38,24.36,183851,Diesel,Individual,Automatic,0
2017,20.02,46.1,79074,Petrol,Individual,Manual,0
2017,22.19,36.48,150906,Petrol,Dealer,Manual,0
2006,14.95,33.44,48303,Petrol,Individual,Manual,0
2008,19.76,22.62,108665,CNG,Dealer,Automatic,0
2022,25.14,33.88,40825,Petrol,Individual,Automatic,0
2007,2.4,2.59,78167,CNG,Trustmark Dealer,Manual,0
2022,,29.73,189089,Diesel,Individual,Automatic,1
2014,17.8,28.14,44327,Diesel,Dealer,Manual,0
2003,8.23,17.99,70830,Petrol,Individual,Manual,1
2010,6.44,10.87,43424,Petrol,Individual,Manual,1
2003,19.84,40.57,191608,Petrol,Dealer,Manual,2
2007,,3.64,112674,Petrol,Trustmark Dealer,Automatic,0
2008,3.75,4.41,84650,CNG,Individual,Manual,1
2023,11.03,22.59,179318,Diesel,Individual,Automatic,0
2005,8.84,13.38,61638,Diesel,Individual,Automatic,2
2017,34.03,37.53,155649,Petrol,Dealer,Manual,2
2007,30.45,32.08,164247,Petrol,Dealer,Automatic,1
2016,20.9,,120309,Diesel,Dealer,Manual,0
2020,15.47,,195681,Petrol,Dealer,Automatic,0
2018,20.28,37.29,115952,Diesel,Dealer,Automatic,0
2008,27.14,43.25,114670,Diesel,Trustmark Dealer,Manual,1
2016,15.82,17.92,84949,Petrol,Individual,Automatic,0
2010,14.69,17.65,59587,Diesel,Individual,Manual,0
2009,,45.1,135838,Diesel,Individual,Manual,2
2010,2.89,3.44,40824,Petrol,Individual,Automatic,3
2015,9.61,18.16,27056,Petrol,Dealer,Manual,0
2008,4.82,,9299,Petrol,Individual,Automatic,2
2020,1.48,2.42,37331,Petrol,,Automatic,2
2004,4.26,6.53,189295,Diesel,Dealer,Manual,0
2010,10.73,22.13,175938,Petrol,Individual,Manual,0
2013,19.88,34.66,128611,Diesel,Individual,Manual,2
2003,13.22,15.17,139921,Petrol,Dealer,Manual,0
2008,38.1,42.63,145843,CNG,Dealer,Manual,1
2018,16.51,22.44,30604,CNG,Dealer,Automatic,0
2022,32.65,48.44,138107,Diesel,Individual,Manual,1
2014,37.82,47.75,196592,Petrol,Trustmark Dealer,Manual,0
2013,28.58,,74495,Petrol,Individual,Manual,0
2012,43.94,46.69,83920,Petrol,,Manual,1
2005,17.99,35.65,51337,Petrol,Individual,Automatic,0
2015,29.04,44.88,37899,Petrol,Dealer,Manual,1
2005,11.39,12.59,151531,Diesel,Individual,Manual,2
2017,16.19,17.93,198020,Petrol,Dealer,Automatic,2
2018,25.48,37.89,94270,Petrol,Dealer,Manual,2
2015,10.34,21.8,77687,Petrol,Individual,Manual,0
2019,35.65,42.03,168687,CNG,Trustmark Dealer,Automatic,1
2005,31.76,44.0,140866,Petrol,Individual,Manual,0
2022,12.95,15.69,25358,Petrol,Trustmark Dealer,Manual,0
2013,27.06,41.35,34849,CNG,Individual,Automatic,0
2023,,8.56,63603,Petrol,Dealer,Manual,0
2021,7.18,17.38,120043,Diesel,Individual,Manual,0
2013,18.66,26.38,90582,Diesel,Individual,Automatic,0
2018,5.91,12.1,9389,Petrol,Individual,Automatic,0
2023,14.78,29.38,173454,Petrol,Individual,Manual,0
2005,18.79,29.36,84061,Diesel,Individual,Manual,0
2008,7.16,11.14,57087,Petrol,Individual,Manual,0
2016,22.03,39.99,132028,Petrol,Dealer,Automatic,2
2020,15.1,31.95,76781,Petrol,Dealer,Manual,0
2019,15.24,16.57,78895,Petrol,Dealer,Manual,0
2006,5.85,12.38,98184,Petrol,Individual,Manual,0
2017,26.12,44.06,136599,CNG,Individual,Manual,0
2013,23.81,41.95,188330,CNG,Individual,Automatic,1
2005,10.75,,111971,,Dealer,Manual,0
2005,1.71,2.74,7693,Petrol,Individual,Manual,3
2018,18.93,,38671,Petrol,Individual,Manual,2
2007,12.64,31.16,33823,CNG,,Manual,3
2023,4.73,5.94,79950,Petrol,Individual,Manual,0
2012,23.61,29.78,189436,Petrol,Dealer,Manual,1
2021,,,107786,Diesel,Trustmark Dealer,Manual,0
2006,18.29,38.95,81586,Petrol,Trustmark Dealer,Automatic,1
2021,6.8,11.25,19378,Petrol,Dealer,Manual,2
2013,16.81,23.2,18218,Petrol,Individual,Automatic,0
2004,6.82,8.66,146598,Diesel,Dealer,Automatic,0
2012,21.23,47.92,81278,Diesel,,Manual,0
2013,27.65,39.16,119997,Diesel,Trustmark Dealer,Manual,1
2022,20.47,37.1,174946,,,Manual,1
2018,25.75,34.82,110097,Petrol,Dealer,Manual,0
2021,16.45,21.74,100805,Diesel,Individual,Automatic,1
2013,41.65,46.24,81831,Diesel,Individual,Manual,1
2016,2.86,4.57,82089,Petrol,Individual,Manual,2
2004,28.08,40.36,45281,Petrol,Dealer,Manual,0
2007,6.32,11.55,87608,Diesel,Individual,Manual,0
2007,9.41,16.88,146777,Petrol,Individual,Automatic,2
2021,11.25,26.45,148475,,Individual,Manual,0
2023,21.93,39.35,18416,Petrol,Individual,Manual,0
2014,18.31,42.09,42784,CNG,Dealer,Manual,2
2020,27.53,29.6,113251,Diesel,Dealer,Manual,1
2006,15.42,20.75,64376,Petrol,Individual,Manual,0
2019,23.46,47.38,12853,Diesel,Individual,Manual,0
2012,6.07,13.08,29369,Petrol,Individual,Manual,2
2022,24.35,40.35,179193,Petrol,Individual,Manual,0
2008,17.64,30.99,1747,Petrol,Individual,Manual,0
2016,10.78,19.47,175398,Petrol,Individual,Manual,2
2013,0.7,1.07,115375,CNG,Individual,Manual,0
2013,20.64,22.88,171844,Petrol,Dealer,Manual,1
2020,103.69999999999999,14.56,83887,Petrol,Dealer,Automatic,0
2020,4.2,6.11,180481,CNG,Dealer,Manual,0
2013,3.95,,128227,Petrol,Dealer,Automatic,1
2023,7.25,18.03,161083,Petrol,Dealer,Automatic,1
2014,15.83,31.12,85718,Petrol,Individual,Automatic,0
2007,28.29,42.04,187829,CNG,Dealer,Automatic,0
2011,7.87,9.99,51956,Petrol,Dealer,Automatic,0
2011,14.54,21.81,192094,Petrol,,Manual,0
2012,9.9,20.21,68559,Petrol,Individual,Automatic,1
2021,23.84,26.16,75128,CNG,Individual,Manual,0
2003,23.62,40.67,191834,Diesel,Dealer,Manual,2
2009,23.45,28.13,64769,Petrol,Individual,Automatic,0
2006,37.83,42.49,32109,Diesel,Individual,Manual,0
2003,15.6,26.41,87352,Diesel,Individual,Manual,0
2017,26.46,30.59,27499,Diesel,Individual,Automatic,1
2010,17.74,22.43,158016,Diesel,,Manual,0
2014,37.09,41.33,98798,Petrol,Trustmark Dealer,Manual,0
2020,24.9,46.27,175352,Diesel,Dealer,Manual,0
2017,29.48,32.32,102628,Diesel,Dealer,Automatic,3
2019,17.97,41.22,122851,Petrol,Individual,Automatic,1
2016,3.25,3.89,150333,Petrol,Individual,Automatic,0
2016,29.04,45.4,175719,Petrol,Dealer,Manual,0
2020,5.11,10.26,59741,Diesel,Individual,Manual,1
2022,6.02,13.57,24345,Diesel,Individual,Automatic,3
2020,2.22,3.61,142183,Petrol,Individual,Automatic,1
2018,29.66,48.3,148461,Diesel,Individual,Manual,0
2003,225.10000000000002,42.75,104837,Diesel,Individual,Manual,3
2013,23.72,45.75,190001,CNG,Trustmark Dealer,Manual,0
2017,26.34,42.51,141785,Petrol,Dealer,Automatic,0
2014,15.33,24.5,168718,Petrol,Dealer,Automatic,1
2010,29.77,46.28,151925,Diesel,Dealer,Manual,0
2022,42.57,48.5,141085,,Individual,Manual,3
2008,18.87,25.63,120021,Petrol,Individual,Manual,0
2005,3.95,9.61,122321,Petrol,Individual,Automatic,0
2015,22.81,33.27,4093,Diesel,Trustmark Dealer,Automatic,0
2015,39.98,48.8,179616,Petrol,,Manual,2
2004,188.5,43.74,182081,Petrol,Dealer,Manual,0
2007,27.34,43.23,99057,Petrol,Dealer,Manual,0
2019,30.31,46.76,158953,Petrol,Dealer,Manual,0
2008,41.43,44.8,162839,CNG,Individual,Automatic,0
2004,25.83,39.04,172817,Petrol,Dealer,Manual,0
2006,29.41,36.2,101854,Petrol,Individual,Automatic,0
2013,7.92,13.97,60530,Petrol,Dealer,Manual,0
2010,26.06,31.45,34993,Petrol,Dealer,Manual,0
2014,,26.55,28132,CNG,Dealer,Automatic,1
2010,27.52,43.24,173685,CNG,Individual,Manual,0
2013,16.65,25.09,57552,Petrol,Dealer,Automatic,0
2022,,,71092,Petrol,Individual,Automatic,0
2010,0.53,1.24,134789,Petrol,Individual,Manual,2
2010,17.39,34.22,102696,Petrol,Trustmark Dealer,Manual,0
2019,22.03,27.95,156610,Diesel,Individual,Automatic,1
2022,12.36,17.22,174094,Petrol,Individual,Manual,1
2022,,9.28,39890,Diesel,Individual,Manual,3
2018,13.34,23.87,185752,,Dealer,Automatic,1
2016,3.56,5.91,40407,Petrol,Individual,Automatic,0
2013,11.32,17.47,24402,Diesel,,Automatic,0
2009,16.64,19.58,159296,Diesel,Dealer,Manual,0
2018,9.71,23.82,195320,Petrol,Individual,Automatic,2
2015,21.33,23.86,112749,CNG,Dealer,Automatic,0
2017,8.52,13.59,71286,Diesel,Dealer,Manual,1
2018,22.47,42.66,14820,Petrol,Dealer,Manual,0
2023,12.52,18.42,101958,CNG,Individual,Manual,2
2011,9.34,12.25,36837,Diesel,Dealer,Automatic,1
2005,4.08,9.61,153050,Petrol,Dealer,Automatic,0
2021,13.34,16.81,145785,Petrol,Individual,Manual,1
2022,3.53,4.31,41431,Diesel,Dealer,Manual,0
2007,1.28,2.61,32207,Petrol,Trustmark Dealer,Automatic,1
2012,15.09,30.65,7142,Petrol,Individual,Manual,2
2019,16.05,31.34,4755,Petrol,Individual,Manual,2
2017,22.59,26.95,67366,Petrol,Individual,Manual,0
2010,21.08,38.35,112929,Diesel,Trustmark Dealer,Manual,0
2017,2.45,2.92,171414,Petrol,Individual,Manual,1
2023,32.67,46.86,80229,Petrol,Dealer,Manual,1
2016,4.65,5.66,7121,Diesel,Individual,Manual,0
2022,23.97,34.03,160376,Diesel,Dealer,Manual,1
2009,4.41,7.54,49294,Diesel,Dealer,Automatic,0
2023,39.75,44.12,88994,Petrol,Individual,Automatic,1
2014,20.64,26.02,65902,Diesel,Dealer,Automatic,1
2019,3.35,,44704,Diesel,Individual,Automatic,1
2019,23.43,31.22,177330,Petrol,Individual,Manual,0
2012,1.07,1.45,35612,Diesel,Individual,Manual,3
2021,23.3,39.03,178089,Petrol,Dealer,Manual,0
2016,20.82,32.88,116149,Petrol,Individual,Automatic,0
2013,6.57,11.42,97081,Diesel,Dealer,Manual,0
2004,18.39,19.36,118679,Petrol,Dealer,Manual,0
2020,0.99,1.38,155299,Diesel,Dealer,Manual,0
2009,15.77,34.99,59922,Petrol,Dealer,Automatic,1
2014,11.52,16.81,66736,Diesel,Trustmark Dealer,Manual,1
2004,12.4,29.01,83435,Petrol,Individual,Manual,0
2022,26.75,47.88,153906,Petrol,Individual,Automatic,2
2020,10.11,15.67,163397,Petrol,Individual,Automatic,3
2008,34.36,49.52,30546,Petrol,,Manual,0
2012,29.98,32.0,89410,Diesel,Individual,Manual,0
2022,12.09,12.86,159044,Diesel,Individual,Manual,1
2017,10.17,22.4,197531,Petrol,Dealer,Automatic,1
2007,25.95,37.28,184455,Petrol,Individual,Manual,0
2022,19.43,22.88,4696,Petrol,Dealer,Manual,1
2005,2.31,4.36,53445,Diesel,,Manual,1
2007,7.53,9.26,89921,Petrol,Dealer,Automatic,3
2010,35.13,39.77,150085,Petrol,Individual,Automatic,0
2010,25.05,32.77,152474,Petrol,Dealer,Manual,1
2010,16.78,28.92,169329,Petrol,Individual,Manual,1
2014,8.36,9.21,123251,,Individual,Automatic,0
2010,37.25,42.05,68552,Petrol,Dealer,Automatic,1
2013,38.16,,63417,Petrol,Dealer,Automatic,0
2016,1.8,3.0,42126,Petrol,Dealer,Automatic,0
2010,,4.82,34743,Petrol,Individual,Automatic,1
2012,25.45,44.35,87467,Petrol,Individual,Manual,0
2009,22.08,,41073,Petrol,,Manual,0
2019,21.37,31.28,18243,Petrol,Individual,Manual,0
2006,44.86,47.3,21328,Diesel,Individual,Manual,0
2015,27.53,32.68,1209,Diesel,Individual,Manual,0
2006,9.28,11.58,10800,Diesel,Dealer,Manual,0
2007,23.8,36.7,66749,Petrol,Individual,Manual,0
2006,18.66,32.64,88817,Diesel,Dealer,Automatic,0
2020,42.93,49.3,29007,,Individual,Manual,0
2008,8.18,11.48,39550,Petrol,Individual,Manual,2
2004,25.67,30.3,172242,Petrol,Individual,Manual,2
2013,26.22,39.23,157620,Petrol,Dealer,Manual,0
2016,14.35,17.61,160447,Petrol,Dealer,Automatic,0
2007,17.19,19.6,129396,Petrol,Dealer,Automatic,0
2008,27.39,44.51,66839,Petrol,Individual,Manual,0
2012,8.48,20.81,122964,CNG,Individual,Manual,3
2010,17.08,31.61,188224,Diesel,Dealer,Automatic,1
2016,40.26,44.57,91094,CNG,Individual,Manual,0
2005,8.78,11.28,51012,Petrol,Dealer,Manual,0
2014,39.56,49.11,183079,Diesel,Individual,Manual,1
2018,20.49,35.4,167007,Diesel,Individual,Automatic,0
2019,198.9,25.31,72495,CNG,Individual,Automatic,0
2003,16.71,22.12,98489,Petrol,Trustmark Dealer,Manual,1
2012,23.79,47.76,167314,Diesel,Dealer,Automatic,0
2012,10.34,11.08,101681,Petrol,Dealer,Manual,1
2023,9.68,16.27,27326,Petrol,Individual,Automatic,2
2004,9.34,16.08,131194,Petrol,Dealer,Manual,0
2011,9.14,15.16,86331,CNG,Trustmark Dealer,Manual,0
2015,10.79,23.96,54811,Petrol,Dealer,Manual,2
2018,36.79,,54537,Petrol,Dealer,Automatic,0
2020,23.67,44.55,58829,CNG,Individual,Manual,0
2021,14.37,17.07,10552,Petrol,Dealer,Manual,2
2014,13.4,21.72,16485,Diesel,Dealer,Manual,0
2010,22.04,,165612,Diesel,Trustmark Dealer,Manual,0
2019,1.39,1.84,78505,Petrol,Dealer,Manual,0
2017,33.74,41.19,51984,Petrol,Individual,Manual,2
2012,23.25,44.11,178185,Petrol,Dealer,Manual,1
2017,,43.0,139677,CNG,Dealer,Manual,0
2017,14.39,19.38,100603,Diesel,Dealer,Manual,0
2009,9.53,23.64,82389,Petrol,Dealer,Manual,0
2015,1.01,1.61,156829,Petrol,Dealer,Manual,2
2019,13.17,20.57,125142,Petrol,Trustmark Dealer,Manual,1
2011,19.91,23.56,45865,Diesel,Individual,Manual,0
2010,25.8,45.44,63811,Petrol,Individual,Manual,2
2022,26.09,44.81,9337,Petrol,Dealer,Manual,2
2023,21.21,48.34,78670,Diesel,Dealer,Automatic,1
2020,24.67,44.37,133911,Petrol,Individual,Manual,3
2015,1.11,1.4,54102,Petrol,Individual,Automatic,0
2018,24.29,32.43,18702,Diesel,Dealer,Manual,1
2011,,,17359,Petrol,Dealer,Manual,0
2014,6.65,14.36,89038,Petrol,Dealer,Manual,1
2014,17.82,29.34,33514,Diesel,Dealer,Manual,2
2008,28.58,35.33,175290,Petrol,Individual,Manual,0
2021,28.39,33.08,135012,Diesel,Dealer,Manual,1
2009,,3.4,24953,Diesel,Dealer,Manual,0
2005,,6.08,193477,Diesel,Individual,Automatic,1
2018,4.62,,39226,Diesel,,Manual,0
2020,4.94,5.48,3052,Diesel,Individual,Manual,0
2018,6.58,9.73,187678,Petrol,Individual,Manual,1
2009,19.05,34.74,176884,Petrol,Dealer,Manual,0
2006,25.63,41.71,138377,Petrol,Individual,Manual,0
2010,13.46,21.03,140479,Diesel,Individual,Manual,0
2015,26.86,34.95,1785,Petrol,Dealer,Manual,1
2015,4.56,10.8,199243,Petrol,Individual,Automatic,1
2019,,,123026,Diesel,,Automatic,0
2019,13.71,18.15,146344,Petrol,Individual,Manual,1
2007,23.59,42.45,11491,Diesel,Individual,Manual,1
2008,34.33,47.32,78480,Petrol,Dealer,Automatic,1
2021,25.87,43.37,135181,Petrol,Individual,Manual,1
2015,3.51,4.29,144587,Petrol,Individual,Manual,0
2016,14.24,32.87,121741,Petrol,Dealer,Manual,2
2006,6.23,6.88,169844,Petrol,,Manual,3
2009,0.63,1.28,154212,Petrol,Dealer,Manual,1
2010,1.72,3.54,73981,Petrol,Individual,Automatic,0
2015,39.57,45.89,34052,,Individual,Manual,0
2008,39.96,45.51,45541,Petrol,,Manual,1
2008,5.45,12.07,130672,Diesel,Dealer,Manual,0
2023,25.02,27.81,134485,Diesel,Dealer,Manual,0
2005,26.31,47.8,150099,Petrol,Dealer,Manual,2
2005,18.76,25.34,141391,Petrol,Individual,Automatic,0
2015,8.88,20.29,160120,Petrol,Dealer,Automatic,0
2004,15.04,24.68,190685,CNG,Individual,Manual,3
2018,25.73,39.72,162444,Diesel,Dealer,Automatic,1
2008,17.8,24.39,72871,Petrol,Dealer,Manual,0
